character,displayName,key,frame,isAttack,widthRatio,heightRatio,bodyWidthRatio,bodyHeightRatio,bodyFootGapRatio,expectedWidthRatio,expectedWidthLabel,areaRatio,bodyAreaRatio,scaleWidth,scaleHeight,scaleSource,sameSourceScaleUses,reasons
anna-kyoyama,Anna Kyoyama,sidestepLeft,135,false,1.04,1.04,1.04,1.04,0.149,1.04,idleW,1.082,1.082,1.04,1.04,frame,sidestepLeft:1.04/1.04|sidestepRight:1.04/1.04,feet-above-ground:0.15
anna-kyoyama,Anna Kyoyama,sidestepRight,135,false,1.04,1.04,1.04,1.04,0.149,1.04,idleW,1.082,1.082,1.04,1.04,frame,sidestepLeft:1.04/1.04|sidestepRight:1.04/1.04,feet-above-ground:0.15
anna-kyoyama,Anna Kyoyama,win,132,false,1.14,1.14,1.14,1.14,0,1.14,idleW,1.3,1.3,1.14,1.14,frame,win:1.14/1.14|cmd:2+3:1.14/1.14,above-blue:1.14h|body-above:1.14h
arale-norimaki,Arale Norimaki,backflip,48,false,1.11,1.11,1.11,1.11,0.033,1.11,idleW,1.232,1.232,1.11,1.11,frame,backflip:1.11/1.11,above-blue:1.11h
arale-norimaki,Arale Norimaki,chargeKi,38,false,1.03,1.03,1.03,1.03,0.084,1.03,idleW,1.061,1.061,1.03,1.03,frame,knockdown:1.03/1.03|sprint:0.99/0.99|chargeKi:1.03/1.03,feet-above-ground:0.08|same-source-scale-diff:0.04
arale-norimaki,Arale Norimaki,cmd:3+4,110,true,1.262,0.98,1.262,0.98,0.079,1.262,idleW,1.237,1.237,0.98,0.98,frame,cmd:3+4:0.98/0.98,feet-above-ground:0.08
arale-norimaki,Arale Norimaki,cmd:3+4,112,true,1.324,0.98,1.324,0.98,0.059,1.324,idleW,1.297,1.297,0.98,0.98,frame,cmd:3+4:0.98/0.98,feet-above-ground:0.06
arale-norimaki,Arale Norimaki,cmd:d/f+2,127,true,1.294,1,1.294,1,0.026,1.294,idleW,1.294,1.294,1,1,default,jabright:0.99/0.99,same-source-scaled:jabright
arale-norimaki,Arale Norimaki,cmd:d/f+2,128,true,1.351,1,1.351,1,0.03,1.351,idleW,1.351,1.351,1,1,default,jabright:0.98/0.98,same-source-scaled:jabright
arale-norimaki,Arale Norimaki,cmd:d/f+2,129,true,1.673,1,1.673,1,0,1.673,idleW,1.673,1.673,1,1,default,jabright:0.95/0.95,too-wide:1.67x-idleW|high-area:1.67|same-source-scaled:jabright
arale-norimaki,Arale Norimaki,cmd:d/f+2,130,true,1.636,1,1.636,1,0.032,1.636,idleW,1.636,1.636,1,1,default,jabright:0.99/0.99,too-wide:1.64x-idleW|high-area:1.64|same-source-scaled:jabright
arale-norimaki,Arale Norimaki,cmd:d/f+2,131,true,1,1,1,1,0.026,1,idleW,1,1,1,1,default,jabright:1.04/1.04|win:1.04/1.04,seq-area-low:0.35|same-source-scaled:jabright/win
arale-norimaki,Arale Norimaki,cmd:d+1,86,true,1,1,1,1,0,1,idleW,1,1,1,1,default,jableft:1.03/1.03,seq-area-low:0.33|same-source-scaled:jableft
arale-norimaki,Arale Norimaki,cmd:d+1,87,true,1.329,1,1.329,1,0,1.329,idleW,1.329,1.329,1,1,default,jableft:0.98/0.98,same-source-scaled:jableft
arale-norimaki,Arale Norimaki,cmd:d+1,88,true,1.371,1,1.371,1,0,1.371,idleW,1.371,1.371,1,1,default,jableft:0.99/0.99,same-source-scaled:jableft
arale-norimaki,Arale Norimaki,cmd:f+1,86,true,1,1,1,1,0,1,idleW,1,1,1,1,default,jableft:1.03/1.03,seq-area-low:0.33|same-source-scaled:jableft
arale-norimaki,Arale Norimaki,cmd:f+1,87,true,1.329,1,1.329,1,0,1.329,idleW,1.329,1.329,1,1,default,jableft:0.98/0.98,same-source-scaled:jableft
arale-norimaki,Arale Norimaki,cmd:f+1,88,true,1.371,1,1.371,1,0,1.371,idleW,1.371,1.371,1,1,default,jableft:0.99/0.99,same-source-scaled:jableft
arale-norimaki,Arale Norimaki,cmd:f+2,127,true,1.294,1,1.294,1,0.026,1.294,idleW,1.294,1.294,1,1,default,jabright:0.99/0.99,same-source-scaled:jabright
arale-norimaki,Arale Norimaki,cmd:f+2,128,true,1.351,1,1.351,1,0.03,1.351,idleW,1.351,1.351,1,1,default,jabright:0.98/0.98,same-source-scaled:jabright
arale-norimaki,Arale Norimaki,cmd:f+2,129,true,1.673,1,1.673,1,0,1.673,idleW,1.673,1.673,1,1,default,jabright:0.95/0.95,too-wide:1.67x-idleW|high-area:1.67|same-source-scaled:jabright
arale-norimaki,Arale Norimaki,cmd:f+2,130,true,1.636,1,1.636,1,0.032,1.636,idleW,1.636,1.636,1,1,default,jabright:0.99/0.99,too-wide:1.64x-idleW|high-area:1.64|same-source-scaled:jabright
arale-norimaki,Arale Norimaki,cmd:f+2,131,true,1,1,1,1,0.026,1,idleW,1,1,1,1,default,jabright:1.04/1.04|win:1.04/1.04,seq-area-low:0.35|same-source-scaled:jabright/win
arale-norimaki,Arale Norimaki,cmd:FC+1,86,true,1,1,1,1,0,1,idleW,1,1,1,1,default,jableft:1.03/1.03,seq-area-low:0.33|same-source-scaled:jableft
arale-norimaki,Arale Norimaki,cmd:FC+1,87,true,1.329,1,1.329,1,0,1.329,idleW,1.329,1.329,1,1,default,jableft:0.98/0.98,same-source-scaled:jableft
arale-norimaki,Arale Norimaki,cmd:FC+1,88,true,1.371,1,1.371,1,0,1.371,idleW,1.371,1.371,1,1,default,jableft:0.99/0.99,same-source-scaled:jableft
arale-norimaki,Arale Norimaki,cmd:FC+2,127,true,1.294,1,1.294,1,0.026,1.294,idleW,1.294,1.294,1,1,default,jabright:0.99/0.99,same-source-scaled:jabright
arale-norimaki,Arale Norimaki,cmd:FC+2,128,true,1.351,1,1.351,1,0.03,1.351,idleW,1.351,1.351,1,1,default,jabright:0.98/0.98,same-source-scaled:jabright
arale-norimaki,Arale Norimaki,cmd:FC+2,129,true,1.673,1,1.673,1,0,1.673,idleW,1.673,1.673,1,1,default,jabright:0.95/0.95,too-wide:1.67x-idleW|high-area:1.67|same-source-scaled:jabright
arale-norimaki,Arale Norimaki,cmd:FC+2,130,true,1.636,1,1.636,1,0.032,1.636,idleW,1.636,1.636,1,1,default,jabright:0.99/0.99,too-wide:1.64x-idleW|high-area:1.64|same-source-scaled:jabright
arale-norimaki,Arale Norimaki,cmd:FC+2,131,true,1,1,1,1,0.026,1,idleW,1,1,1,1,default,jabright:1.04/1.04|win:1.04/1.04,seq-area-low:0.35|same-source-scaled:jabright/win
arale-norimaki,Arale Norimaki,cmd:O+1,86,true,1,1,1,1,0,1,idleW,1,1,1,1,default,jableft:1.03/1.03,seq-area-low:0.33|same-source-scaled:jableft
arale-norimaki,Arale Norimaki,cmd:O+1,87,true,1.329,1,1.329,1,0,1.329,idleW,1.329,1.329,1,1,default,jableft:0.98/0.98,same-source-scaled:jableft
arale-norimaki,Arale Norimaki,cmd:O+1,88,true,1.371,1,1.371,1,0,1.371,idleW,1.371,1.371,1,1,default,jableft:0.99/0.99,same-source-scaled:jableft
arale-norimaki,Arale Norimaki,cmd:qcf+1,86,true,1,1,1,1,0,1,idleW,1,1,1,1,default,jableft:1.03/1.03,seq-area-low:0.33|same-source-scaled:jableft
arale-norimaki,Arale Norimaki,cmd:qcf+1,87,true,1.329,1,1.329,1,0,1.329,idleW,1.329,1.329,1,1,default,jableft:0.98/0.98,same-source-scaled:jableft
arale-norimaki,Arale Norimaki,cmd:qcf+1,88,true,1.371,1,1.371,1,0,1.371,idleW,1.371,1.371,1,1,default,jableft:0.99/0.99,same-source-scaled:jableft
arale-norimaki,Arale Norimaki,cmd:qcf+4,180,true,1.09,1.09,1.09,1.09,0,1.09,idleW,1.188,1.188,1.09,1.09,frame,cmd:qcf+4:1.09/1.09,above-blue:1.09h
arale-norimaki,Arale Norimaki,cmd:WS+2,127,true,1.294,1,1.294,1,0.026,1.294,idleW,1.294,1.294,1,1,default,jabright:0.99/0.99,same-source-scaled:jabright
arale-norimaki,Arale Norimaki,cmd:WS+2,128,true,1.351,1,1.351,1,0.03,1.351,idleW,1.351,1.351,1,1,default,jabright:0.98/0.98,same-source-scaled:jabright
arale-norimaki,Arale Norimaki,cmd:WS+2,129,true,1.673,1,1.673,1,0,1.673,idleW,1.673,1.673,1,1,default,jabright:0.95/0.95,too-wide:1.67x-idleW|high-area:1.67|same-source-scaled:jabright
arale-norimaki,Arale Norimaki,cmd:WS+2,130,true,1.636,1,1.636,1,0.032,1.636,idleW,1.636,1.636,1,1,default,jabright:0.99/0.99,too-wide:1.64x-idleW|high-area:1.64|same-source-scaled:jabright
arale-norimaki,Arale Norimaki,cmd:WS+2,131,true,1,1,1,1,0.026,1,idleW,1,1,1,1,default,jabright:1.04/1.04|win:1.04/1.04,seq-area-low:0.35|same-source-scaled:jabright/win
arale-norimaki,Arale Norimaki,crouch,62,false,0.98,0.72,0.98,0.72,0,0.98,idleW,0.706,0.706,0.98,0.72,frame,crouch:0.98/0.72,below-blue:0.72h|body-below:0.72h|low-area:0.71
arale-norimaki,Arale Norimaki,getupStand,31,false,1.41,0.55,1.41,0.55,0,0.917,idleH,0.775,0.775,0.55,0.55,frame,getupStand:0.55/0.55|sprint:0.66/0.86|lose:0.55/0.55,below-blue:0.55h|body-below:0.55h|seq-height-dip:0.47|seq-body-dip:0.45|same-source-scale-diff:0.31
arale-norimaki,Arale Norimaki,getupStand,57,false,1.08,1.08,1.08,1.08,0,0.703,idleH,1.166,1.166,1.08,1.08,frame,getupStand:1.08/1.08,too-narrow:0.70x-idleH
arale-norimaki,Arale Norimaki,getupStand,59,false,0.99,0.99,0.99,0.99,0.058,0.644,idleH,0.98,0.98,0.99,0.99,frame,getupStand:0.99/0.99,too-narrow:0.64x-idleH
arale-norimaki,Arale Norimaki,getupStand,60,false,1.02,1.02,1.02,1.02,0,0.664,idleH,1.04,1.04,1.02,1.02,frame,getupStand:1.02/1.02,too-narrow:0.66x-idleH
arale-norimaki,Arale Norimaki,jabright,129,true,1.589,0.95,1.589,0.95,0,1.589,idleW,1.51,1.51,0.95,0.95,frame,jabright:0.95/0.95,below-blue:0.95h|too-wide:1.59x-idleW|high-area:1.51
arale-norimaki,Arale Norimaki,jabright,130,true,1.62,0.99,1.62,0.99,0.032,1.62,idleW,1.604,1.604,0.99,0.99,frame,jabright:0.99/0.99,too-wide:1.62x-idleW|high-area:1.60
arale-norimaki,Arale Norimaki,juggle,29,false,1.09,1.09,1.09,1.09,0.142,0.709,idleH,1.188,1.188,1.09,1.09,frame,juggle:1.09/1.09,above-blue:1.09h|too-narrow:0.71x-idleH|seq-area-low:0.41
arale-norimaki,Arale Norimaki,juggle,30,false,2.006,1,2.006,1,0,1.305,idleH,2.006,2.006,1,1,frame,sprint:0.75/0.75|juggle:1/1,too-wide:1.30x-idleH|high-area:2.01|same-source-scale-diff:0.25
arale-norimaki,Arale Norimaki,knockdown,38,false,1.03,1.03,1.03,1.03,0.084,0.67,idleH,1.061,1.061,1.03,1.03,frame,knockdown:1.03/1.03|sprint:0.99/0.99|chargeKi:1.03/1.03,too-narrow:0.67x-idleH|same-source-scale-diff:0.04
arale-norimaki,Arale Norimaki,knockdown,39,false,1.412,0.74,1.412,0.74,0.051,0.919,idleH,1.045,1.045,0.74,0.74,frame,knockdown:0.74/0.74|sprint:0.77/0.77,below-blue:0.74h|body-below:0.74h|seq-height-dip:0.26|seq-body-dip:0.26
arale-norimaki,Arale Norimaki,knockdown,40,false,0.99,0.99,0.99,0.99,0.08,0.644,idleH,0.98,0.98,0.99,0.99,frame,knockdown:0.99/0.99|backflip:0.99/0.99|sidestepLeft:0.99/0.99|sidestepRight:0.99/0.99,too-narrow:0.64x-idleH
arale-norimaki,Arale Norimaki,knockdown,41,false,1.07,1.07,1.07,1.07,0.067,0.696,idleH,1.145,1.145,1.07,1.07,frame,knockdown:1.07/1.07|backflip:1.07/1.07,too-narrow:0.70x-idleH
arale-norimaki,Arale Norimaki,knockdown,42,false,1,1,1,1,0.025,0.651,idleH,1,1,1,1,default,,too-narrow:0.65x-idleH
arale-norimaki,Arale Norimaki,lose,31,false,1.41,0.55,1.41,0.55,0,0.917,idleH,0.775,0.775,0.55,0.55,frame,getupStand:0.55/0.55|sprint:0.66/0.86|lose:0.55/0.55,below-blue:0.55h|body-below:0.55h|same-source-scale-diff:0.31
arale-norimaki,Arale Norimaki,sidestepLeft,40,false,0.99,0.99,0.99,0.99,0.08,0.99,idleW,0.98,0.98,0.99,0.99,frame,knockdown:0.99/0.99|backflip:0.99/0.99|sidestepLeft:0.99/0.99|sidestepRight:0.99/0.99,feet-above-ground:0.08
arale-norimaki,Arale Norimaki,sidestepRight,40,false,0.99,0.99,0.99,0.99,0.08,0.99,idleW,0.98,0.98,0.99,0.99,frame,knockdown:0.99/0.99|backflip:0.99/0.99|sidestepLeft:0.99/0.99|sidestepRight:0.99/0.99,feet-above-ground:0.08
bobobo-bo-bo-bobo,Bobobo-bo Bo-bobo,backflip,40,false,1.16,1.16,1.16,1.16,0.014,1.16,idleW,1.346,1.346,1.16,1.16,frame,backflip:1.16/1.16,above-blue:1.16h|body-above:1.16h
bobobo-bo-bo-bobo,Bobobo-bo Bo-bobo,backflip,41,false,1.09,1.09,1.09,1.09,0.052,1.09,idleW,1.188,1.188,1.09,1.09,frame,backflip:1.09/1.09,above-blue:1.09h
bobobo-bo-bo-bobo,Bobobo-bo Bo-bobo,backflip,42,false,1.12,1.12,1.12,1.12,0.041,1.12,idleW,1.254,1.254,1.12,1.12,frame,backflip:1.12/1.12,above-blue:1.12h|body-above:1.12h
bobobo-bo-bo-bobo,Bobobo-bo Bo-bobo,backflip,43,false,1.12,1.12,1.12,1.12,0.077,1.12,idleW,1.254,1.254,1.12,1.12,frame,backflip:1.12/1.12,above-blue:1.12h|body-above:1.12h
bobobo-bo-bo-bobo,Bobobo-bo Bo-bobo,backflip,45,false,1.09,1.09,1.09,1.09,0,1.09,idleW,1.188,1.188,1.09,1.09,frame,backflip:1.09/1.09,above-blue:1.09h
bobobo-bo-bo-bobo,Bobobo-bo Bo-bobo,backflip,46,false,1.09,1.09,1.09,1.09,0.059,1.09,idleW,1.188,1.188,1.09,1.09,frame,backflip:1.09/1.09,above-blue:1.09h
bobobo-bo-bo-bobo,Bobobo-bo Bo-bobo,backflip,47,false,1.09,1.09,1.09,1.09,0,1.09,idleW,1.188,1.188,1.09,1.09,frame,backflip:1.09/1.09,above-blue:1.09h
bobobo-bo-bo-bobo,Bobobo-bo Bo-bobo,backflip,48,false,1.09,1.09,1.09,1.09,0.029,1.09,idleW,1.188,1.188,1.09,1.09,frame,backflip:1.09/1.09,above-blue:1.09h
bobobo-bo-bo-bobo,Bobobo-bo Bo-bobo,cmd:1+2,130,true,1,1,1,1,0.016,1,idleW,1,1,1,1,frame,cmd:1+2:1/1,seq-area-low:0.33
bobobo-bo-bo-bobo,Bobobo-bo Bo-bobo,cmd:1+2,131,true,2.927,1,2.927,1,0.033,2.927,idleW,2.927,2.927,1,1,frame,cmd:1+2:1/1,too-wide:2.93x-idleW|high-area:2.93
bobobo-bo-bo-bobo,Bobobo-bo Bo-bobo,cmd:1+2,132,true,2.561,1,2.561,1,0.033,2.561,idleW,2.561,2.561,1,1,frame,cmd:1+2:1/1,too-wide:2.56x-idleW|high-area:2.56
bobobo-bo-bo-bobo,Bobobo-bo Bo-bobo,cmd:1+2,134,true,1.384,1,1.384,1,0.097,1.384,idleW,1.384,1.384,1,1,frame,cmd:1+2:1/1,feet-above-ground:0.10
bobobo-bo-bo-bobo,Bobobo-bo Bo-bobo,cmd:1+3,98,true,1,1,1,1,0,1,idleW,1,1,1,1,default,kickleft:1.05/1.05,same-source-scaled:kickleft
bobobo-bo-bo-bobo,Bobobo-bo Bo-bobo,cmd:1+3,99,true,1,1,1,1,0,1,idleW,1,1,1,1,default,kickleft:1.01/1.01,same-source-scaled:kickleft
bobobo-bo-bo-bobo,Bobobo-bo Bo-bobo,cmd:1+3,100,true,1.43,1,1.43,1,0.017,1.43,idleW,1.43,1.43,1,1,default,kickleft:0.98/0.98,same-source-scaled:kickleft
bobobo-bo-bo-bobo,Bobobo-bo Bo-bobo,cmd:1+3,101,true,1.453,1,1.453,1,0.017,1.453,idleW,1.453,1.453,1,1,default,kickleft:1.01/1.01,high-area:1.45|same-source-scaled:kickleft
bobobo-bo-bo-bobo,Bobobo-bo Bo-bobo,cmd:1+3,102,true,1,1,1,1,0.017,1,idleW,1,1,1,1,default,kickleft:1.01/1.01,same-source-scaled:kickleft
bobobo-bo-bo-bobo,Bobobo-bo Bo-bobo,cmd:1+3,103,true,1,1,1,1,0,1,idleW,1,1,1,1,default,kickleft:1.03/1.03|win:1.03/1.03,same-source-scaled:kickleft/win
bobobo-bo-bo-bobo,Bobobo-bo Bo-bobo,cmd:2+3,98,true,1,1,1,1,0,1,idleW,1,1,1,1,default,kickleft:1.05/1.05,same-source-scaled:kickleft
bobobo-bo-bo-bobo,Bobobo-bo Bo-bobo,cmd:2+3,99,true,1,1,1,1,0,1,idleW,1,1,1,1,default,kickleft:1.01/1.01,same-source-scaled:kickleft
bobobo-bo-bo-bobo,Bobobo-bo Bo-bobo,cmd:2+3,100,true,1.43,1,1.43,1,0.017,1.43,idleW,1.43,1.43,1,1,default,kickleft:0.98/0.98,same-source-scaled:kickleft
bobobo-bo-bo-bobo,Bobobo-bo Bo-bobo,cmd:2+3,101,true,1.453,1,1.453,1,0.017,1.453,idleW,1.453,1.453,1,1,default,kickleft:1.01/1.01,high-area:1.45|same-source-scaled:kickleft
bobobo-bo-bo-bobo,Bobobo-bo Bo-bobo,cmd:2+3,102,true,1,1,1,1,0.017,1,idleW,1,1,1,1,default,kickleft:1.01/1.01,same-source-scaled:kickleft
bobobo-bo-bo-bobo,Bobobo-bo Bo-bobo,cmd:2+3,103,true,1,1,1,1,0,1,idleW,1,1,1,1,default,kickleft:1.03/1.03|win:1.03/1.03,same-source-scaled:kickleft/win
bobobo-bo-bo-bobo,Bobobo-bo Bo-bobo,cmd:3+4,123,true,1,1,1,1,0.049,1,idleW,1,1,1,1,frame,cmd:3+4:1/1,seq-area-low:0.51
bobobo-bo-bo-bobo,Bobobo-bo Bo-bobo,cmd:3+4,124,true,1.51,1,1.51,1,0.023,1.51,idleW,1.51,1.51,1,1,frame,cmd:3+4:1/1,high-area:1.51
bobobo-bo-bo-bobo,Bobobo-bo Bo-bobo,cmd:3+4,125,true,2.028,1,2.028,1,0.023,2.028,idleW,2.028,2.028,1,1,frame,cmd:3+4:1/1,too-wide:2.03x-idleW|high-area:2.03
bobobo-bo-bo-bobo,Bobobo-bo Bo-bobo,cmd:3+4,126,true,2.028,1,2.028,1,0.023,2.028,idleW,2.028,2.028,1,1,frame,cmd:3+4:1/1,too-wide:2.03x-idleW|high-area:2.03
bobobo-bo-bo-bobo,Bobobo-bo Bo-bobo,cmd:3+4,127,true,1.51,1,1.51,1,0.023,1.51,idleW,1.51,1.51,1,1,frame,cmd:3+4:1/1,high-area:1.51
bobobo-bo-bo-bobo,Bobobo-bo Bo-bobo,cmd:d/f+3,98,true,1,1,1,1,0,1,idleW,1,1,1,1,default,kickleft:1.05/1.05,same-source-scaled:kickleft
bobobo-bo-bo-bobo,Bobobo-bo Bo-bobo,cmd:d/f+3,99,true,1,1,1,1,0,1,idleW,1,1,1,1,default,kickleft:1.01/1.01,same-source-scaled:kickleft
bobobo-bo-bo-bobo,Bobobo-bo Bo-bobo,cmd:d/f+3,100,true,1.43,1,1.43,1,0.017,1.43,idleW,1.43,1.43,1,1,default,kickleft:0.98/0.98,same-source-scaled:kickleft
bobobo-bo-bo-bobo,Bobobo-bo Bo-bobo,cmd:d/f+3,101,true,1.453,1,1.453,1,0.017,1.453,idleW,1.453,1.453,1,1,default,kickleft:1.01/1.01,high-area:1.45|same-source-scaled:kickleft
bobobo-bo-bo-bobo,Bobobo-bo Bo-bobo,cmd:d/f+3,102,true,1,1,1,1,0.017,1,idleW,1,1,1,1,default,kickleft:1.01/1.01,same-source-scaled:kickleft
bobobo-bo-bo-bobo,Bobobo-bo Bo-bobo,cmd:d/f+3,103,true,1,1,1,1,0,1,idleW,1,1,1,1,default,kickleft:1.03/1.03|win:1.03/1.03,same-source-scaled:kickleft/win
bobobo-bo-bo-bobo,Bobobo-bo Bo-bobo,cmd:d+1,68,true,1,1,1,1,0,1,idleW,1,1,1,1,default,jableft:1.09/1.09,same-source-scaled:jableft
bobobo-bo-bo-bobo,Bobobo-bo Bo-bobo,cmd:d+1,69,true,1,1,1,1,0,1,idleW,1,1,1,1,default,jableft:1.02/1.02,same-source-scaled:jableft
bobobo-bo-bo-bobo,Bobobo-bo Bo-bobo,cmd:d+1,70,true,1.29,1,1.29,1,0.017,1.29,idleW,1.29,1.29,1,1,default,jableft:1/1,same-source-scaled:jableft
bobobo-bo-bo-bobo,Bobobo-bo Bo-bobo,cmd:d+1,71,true,1.315,1,1.315,1,0.017,1.315,idleW,1.315,1.315,1,1,default,jableft:1/1,same-source-scaled:jableft
bobobo-bo-bo-bobo,Bobobo-bo Bo-bobo,cmd:d+3,98,true,1,1,1,1,0,1,idleW,1,1,1,1,default,kickleft:1.05/1.05,same-source-scaled:kickleft
bobobo-bo-bo-bobo,Bobobo-bo Bo-bobo,cmd:d+3,99,true,1,1,1,1,0,1,idleW,1,1,1,1,default,kickleft:1.01/1.01,same-source-scaled:kickleft
bobobo-bo-bo-bobo,Bobobo-bo Bo-bobo,cmd:d+3,100,true,1.43,1,1.43,1,0.017,1.43,idleW,1.43,1.43,1,1,default,kickleft:0.98/0.98,same-source-scaled:kickleft
bobobo-bo-bo-bobo,Bobobo-bo Bo-bobo,cmd:d+3,101,true,1.453,1,1.453,1,0.017,1.453,idleW,1.453,1.453,1,1,default,kickleft:1.01/1.01,high-area:1.45|same-source-scaled:kickleft
bobobo-bo-bo-bobo,Bobobo-bo Bo-bobo,cmd:d+3,102,true,1,1,1,1,0.017,1,idleW,1,1,1,1,default,kickleft:1.01/1.01,same-source-scaled:kickleft
bobobo-bo-bo-bobo,Bobobo-bo Bo-bobo,cmd:d+3,103,true,1,1,1,1,0,1,idleW,1,1,1,1,default,kickleft:1.03/1.03|win:1.03/1.03,same-source-scaled:kickleft/win
bobobo-bo-bo-bobo,Bobobo-bo Bo-bobo,cmd:f+1,319,true,1,1,1,0.983,0.169,1,idleW,1,0.983,1,1,default,,feet-above-ground:0.17
bobobo-bo-bo-bobo,Bobobo-bo Bo-bobo,cmd:f+1,320,true,1,1,1,1,0.3,1,idleW,1,1,1,1,default,,feet-above-ground:0.30
bobobo-bo-bo-bobo,Bobobo-bo Bo-bobo,cmd:f+1,321,true,1,1,0.989,0.983,0.19,1,idleW,1,0.972,1,1,default,,feet-above-ground:0.19
bobobo-bo-bo-bobo,Bobobo-bo Bo-bobo,cmd:f+1,322,true,1,1,1,0.967,0.217,1,idleW,1,0.967,1,1,default,,feet-above-ground:0.22
bobobo-bo-bo-bobo,Bobobo-bo Bo-bobo,cmd:f+3,98,true,1,1,1,1,0,1,idleW,1,1,1,1,default,kickleft:1.05/1.05,same-source-scaled:kickleft
bobobo-bo-bo-bobo,Bobobo-bo Bo-bobo,cmd:f+3,99,true,1,1,1,1,0,1,idleW,1,1,1,1,default,kickleft:1.01/1.01,same-source-scaled:kickleft
bobobo-bo-bo-bobo,Bobobo-bo Bo-bobo,cmd:f+3,100,true,1.43,1,1.43,1,0.017,1.43,idleW,1.43,1.43,1,1,default,kickleft:0.98/0.98,same-source-scaled:kickleft
bobobo-bo-bo-bobo,Bobobo-bo Bo-bobo,cmd:f+3,101,true,1.453,1,1.453,1,0.017,1.453,idleW,1.453,1.453,1,1,default,kickleft:1.01/1.01,high-area:1.45|same-source-scaled:kickleft
bobobo-bo-bo-bobo,Bobobo-bo Bo-bobo,cmd:f+3,102,true,1,1,1,1,0.017,1,idleW,1,1,1,1,default,kickleft:1.01/1.01,same-source-scaled:kickleft
bobobo-bo-bo-bobo,Bobobo-bo Bo-bobo,cmd:f+3,103,true,1,1,1,1,0,1,idleW,1,1,1,1,default,kickleft:1.03/1.03|win:1.03/1.03,same-source-scaled:kickleft/win
bobobo-bo-bo-bobo,Bobobo-bo Bo-bobo,cmd:FC+1,68,true,1,1,1,1,0,1,idleW,1,1,1,1,default,jableft:1.09/1.09,same-source-scaled:jableft
bobobo-bo-bo-bobo,Bobobo-bo Bo-bobo,cmd:FC+1,69,true,1,1,1,1,0,1,idleW,1,1,1,1,default,jableft:1.02/1.02,same-source-scaled:jableft
bobobo-bo-bo-bobo,Bobobo-bo Bo-bobo,cmd:FC+1,70,true,1.29,1,1.29,1,0.017,1.29,idleW,1.29,1.29,1,1,default,jableft:1/1,same-source-scaled:jableft
bobobo-bo-bo-bobo,Bobobo-bo Bo-bobo,cmd:FC+1,71,true,1.315,1,1.315,1,0.017,1.315,idleW,1.315,1.315,1,1,default,jableft:1/1,same-source-scaled:jableft
bobobo-bo-bo-bobo,Bobobo-bo Bo-bobo,cmd:O+1,68,true,1,1,1,1,0,1,idleW,1,1,1,1,default,jableft:1.09/1.09,same-source-scaled:jableft
bobobo-bo-bo-bobo,Bobobo-bo Bo-bobo,cmd:O+1,69,true,1,1,1,1,0,1,idleW,1,1,1,1,default,jableft:1.02/1.02,same-source-scaled:jableft
bobobo-bo-bo-bobo,Bobobo-bo Bo-bobo,cmd:O+1,70,true,1.29,1,1.29,1,0.017,1.29,idleW,1.29,1.29,1,1,default,jableft:1/1,same-source-scaled:jableft
bobobo-bo-bo-bobo,Bobobo-bo Bo-bobo,cmd:O+1,71,true,1.315,1,1.315,1,0.017,1.315,idleW,1.315,1.315,1,1,default,jableft:1/1,same-source-scaled:jableft
bobobo-bo-bo-bobo,Bobobo-bo Bo-bobo,cmd:O+2,163,true,1,1,1,1,0.136,1,idleW,1,1,1,1,default,,feet-above-ground:0.14
bobobo-bo-bo-bobo,Bobobo-bo Bo-bobo,cmd:O+2,164,true,1,1,1,1,0.138,1,idleW,1,1,1,1,default,,feet-above-ground:0.14
bobobo-bo-bo-bobo,Bobobo-bo Bo-bobo,cmd:O+2,169,true,0.98,0.98,0.98,0.98,0.144,0.98,idleW,0.96,0.96,0.98,0.98,frame,cmd:O+2:0.98/0.98,feet-above-ground:0.14
bobobo-bo-bo-bobo,Bobobo-bo Bo-bobo,cmd:qcf+1,68,true,1,1,1,1,0,1,idleW,1,1,1,1,default,jableft:1.09/1.09,same-source-scaled:jableft
bobobo-bo-bo-bobo,Bobobo-bo Bo-bobo,cmd:qcf+1,69,true,1,1,1,1,0,1,idleW,1,1,1,1,default,jableft:1.02/1.02,same-source-scaled:jableft
bobobo-bo-bo-bobo,Bobobo-bo Bo-bobo,cmd:qcf+1,70,true,1.29,1,1.29,1,0.017,1.29,idleW,1.29,1.29,1,1,default,jableft:1/1,same-source-scaled:jableft
bobobo-bo-bo-bobo,Bobobo-bo Bo-bobo,cmd:qcf+1,71,true,1.315,1,1.315,1,0.017,1.315,idleW,1.315,1.315,1,1,default,jableft:1/1,same-source-scaled:jableft
bobobo-bo-bo-bobo,Bobobo-bo Bo-bobo,cmd:qcf+3,98,true,1,1,1,1,0,1,idleW,1,1,1,1,default,kickleft:1.05/1.05,same-source-scaled:kickleft
bobobo-bo-bo-bobo,Bobobo-bo Bo-bobo,cmd:qcf+3,99,true,1,1,1,1,0,1,idleW,1,1,1,1,default,kickleft:1.01/1.01,same-source-scaled:kickleft
bobobo-bo-bo-bobo,Bobobo-bo Bo-bobo,cmd:qcf+3,100,true,1.43,1,1.43,1,0.017,1.43,idleW,1.43,1.43,1,1,default,kickleft:0.98/0.98,same-source-scaled:kickleft
